creation_datetime,last_change_datetime,id,name,description,start_date,end_date,number_of_racers,racers,teams
2024-02-01 11:08:29.564523,2024-02-01 11:08:40.021087,1,Taça do Pisto Colado 2023,,,,16,"[<Racer 1>, <Racer 2>, <Racer 4>, <Racer 9>, <Racer 3>, <Racer 5>, <Racer 6>, <Racer 7>, <Racer 8>, <Racer 10>, <Racer 11>, <Racer 12>, <Racer 13>, <Racer 14>, <Racer 15>, <Racer 16>]","[<Team 1>, <Team 2>, <Team 3>, <Team 4>, <Team 5>, <Team 6>, <Team 7>, <Team 8>]"
